content	lable
팬이랑 연애랑 뭔 상관이냐? ㅋㅋ 미개한 빠순이년들..연예인이랑 망상연애하냐	0
정우성도 드라마 하나 찍어라. 정우성표 로맨스 보고 싶다. 잘생긴 아저씨의 대표주자. 비트 때는 정말 인간이 아니었는데... 뭔가 잘생겼는데 우수에 찬 느낌도 있고....그냥 잘생기지 않았음 정우성은.	1
글 존나병신같이 쓰네.넌 누구 설득하려고하지마라 밑천 드러남	0
30대중반인데요새는 라면쳐묵으면 다음날 몸이무겁거나 머리가무겁거나 얼굴이붓거나 설사를하가나 꼭 뭔가 좃같더라라면끊고 저녁9시이후 안먹고 유산균먹기시작한지 3개월인데 매일몸가볍고 똥설사안하고 존나 신세계임.우울증증상도 사라져사 노무 좋음.게이들아 유산균먹어라 한달로치면 1만원정도밖에 안함	0
역대최악의 시궁창정권 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤 퉤퉤퉤	0
ㅎㅎ 쓰레기같은 언론이 쉴드를 치고 나섰구만!	0
호랑이 저건 새끼라서 그렇지 성체가 되면 100% 지가 처먹음.원래 맹수들도 털 복실복실 할 때 순수하기 때문에 친구가 됨.사냥감을 인식하기 시작하면 ㄱㅐ씹죶간이고 뭐고 지 눈에 안보임.	0
21C에 주술사랑 ...	1
ㅋㅋ웃긴뇬이네.호텔방까지 따라간뇬이	0
태규형 올해 연기대상이십니다!! 소름돋는 멋진연기였어요!!! 경동고화이팅!!	1
댓글에 한남내나네 그남들 좌표 찍었나봄	0
군대나 가세요	1
기안84나 헬퍼 그린 놈이나 하나같이 수준이 쓰레기네. 만화가는 그림 재주 이전에 머리 수준이 먼저 검증되어야한다.	0
감량만 한게 아닌거같던데..방송보다 누구지 했는데	1
아... 다들 판사들 나셨어요. 나중에 거짓으로 밝혀지면 양심이 있어 사과들은 하시려나? 지들이 한 말에 책임 안 지면 문죄인과 다를 바 없습니다. 잘들 생각하고 댓글 다셔요.	0
작가가 이렇게라도 주목받고 싶었나부네 저 중딩이름이 아이윤가요 미친색_끼 너네엄마 니네여동생 이름 써라	0
그게 중요한게 아닌데 왜 엉뚱한데 열 올리냐 ㅋㅋ니네 회사 대표부터 약쟁이들이 문제지 개가 니네 회사 연습생이든 말든 관심없어	0
ㅋㅋ니 주제에 무슨 섹스ㅋㅋ	0
정말 축하해요~~	1
살빼기전 김태희보다 더이뻣음	1
집에서 해먹기 싫어서 오늘 사먹었는데ㅠ 생각보다 간단하네	1
악플 별로 없는데 광신도들 또 극성떠네 자기들이나 악플 달지말지ㅉㅉ 내로남불 광신도들 너네나 잘하세요	0
유지보단 안해준단거죠 유책배우자가 좋아서 글겠습니까 이혼해줌 돌씽이라고 지만 신나서 다닐껀데 왜 당한사람이 쿨하게 보내줍니까 그럴이유도 없는거지	1
그렇게 작은 병 큰 병 운운하면서 마치 무슨 중증외상이 열악한건 순리이니 따라야한다는 식으로 바람잡지마 돌팔이 새끼야.	0
틀딱들 프로 안봐	0
타고난 재능보다 열정을 유지하고 끈기를 가지는게 중요하다고 말씀하셨지만 사실 열정을 유지하고 끈기를 가지는 능력 자체가 자체가 어느정도는 타고나는 것	1
송가인 국보가수~~최고	1
박한별 너무 이뻐~	1
믿고 거르는 송윤아	0
나도 그렌저ig타지만ㅜㅜ돈있으면 외제차타고싶음ㅜㅜ	1
한혜진편 개꿀잼...모델이니까 가능한 출사다 정말	1
와우~두 달만에 19kg ㄹㅇ 인간 승리다	1
김주혁 전미선 두분은 왜케 쾡한 기분을 주는건지 다른사람관 달른느낌을줌..	1
먹으면 바로 찌는 체질이군 난 아무리 먹어도 안찌는데	1
전교8등이대단한거냐 1등부터7등은 머 세상다가진거냐 호들갑 졸떨어 그지딴따라들 돈맛 여자맛 남자맛만아는 족속들	0
그래도 제작진은 힘든 결정이였을꺼예요프로그램 만들기 위해 투입된 직원들은 일자리인데 다른 멋진 작품 생각하셔서 다시 모이시길 바래요	1
맞벌이도 아닌데 뭐저렇게까지 아이를 봐야하나ㅠ	1
그래도 남들 하는건 다해보고 살아야하지않나? 결혼도 해보고 애도 키워보고	1
홍어유입 심각함.전라도 척살 시급.	0
성룡딸우 컷트머리입니다ㅡ 금발이여친;;;;	1
근데 왜 굳이 명문대니 고려대니 강조하는거야 명문대생의 죽음이면 더 높아지는건가 일반 대학생들에게도 같은 관심을 줘라	1
외교부 영상가보면 벌레들 몰려와서 정신승리중 ㅋㅋㅋ	0
누구랑결혼할지 절세미인이랑 부럽네	1
백신으로 전 세계 경제를 장악할려고 했나보네시바 짱깨새퀴들	0
뭐 표현의 자유? 떳떳하면 조사 받더라도 계속 방송하면 되는건데 뭐가 꿀리는게 있으니 문닫는거 아니냐? 안그래?	1
경제 좆망할꺼같으니까 어쩔수 없이 풀긴했는데 뒷감당 어떡하려나...	0
인간승리가 이런거네요. 정말 훌륭합니다.	1
기상청 하는일 날씨보고 그냥 바꾸면됨 진짜 해도해도 너무할정도로 안맞음 비온다고했다가 일정다취소하면 쨍쨍해서 다시 보면 바꿔놨음니네들 하는일이 뭐냐 진짜??	1
극혐	0
씹세 안녕~~	0
공수처나 검경수사권조정이 진짜 개좆같은 거구나라고 이해하는 놈들많음.	0
임상1단계면 아직 멀었는데.	1
오늘 보면서 넘 설렜어요. . . 진유 멋져요	1
왼쪽 남자 김구라 아닙니다....ㅋㅋ다들 속으시네 ㅋㅋ 알려드릴게요~	1
아무리 관리를해도 늙어가는건 어쩔수없다 젊어지려고 용을써봐라 나이를 거슬러갈수있나 60 70살 되어도 20 30살로 보이고 싶냐 혼자 착각하고 사는거지 ㅉㅉ	0
문신은 뭐냐? ㅋㅋ	1
지병이 치통인가요?? 여러분 치과 자주가고 예수님 믿읍시다	1
황교안이모지리라도재앙이같이 사악한 인간은아니다아주 끔찍한 인간 문재앙	0
정말 여름밤에 보았으면 오싹할정도였네요..	1
민주당 새퀴들아 대통령이 담배꽁초쳐밖혀있는데 아직도 북한에굽신될꺼냐? 한심한새퀴들	0
눈가의 주름보니 둘다 천생연분....... 핸디캡 마저 똑같네요.......	1
기안같은 세기들이 방송에나와서 돈벌어 쳐먹으니깐 더 자극적으로 기안같은 돈에 병신이 이 사회를 혼란에 빠트리고있다 기안과 그외돈에 미친웹툰작가들 이제 규제하고 구속해라 진짜큰일이다	0
느개비 인증해라 엠생충새끼야 ㅋ빤스충 엠창새끼 ㅋ	0
그러니깐 딜도로 쑤셔박아야한다는거지?	0
여기 채널은 드립치려고 유튜브 하는거임 ㅋㅋ 드립이 목적이고 거기에 영상 리뷰를 활용함 ㅋㅋ PPL도 드립 ㅋㅋ	1
열심히 하는분인데 왜 암이 걸리는지 이해가 안됨묘	1
난 너무 재미있음송중기 눈빛 와 설렘~~~말타는거보고 외국 영화인줄~~~장동건 중후하고 분위기 있고 역시란 말이 절로 나온다~한류가 커져서 이런 퀄리티 드라마를 볼수 있는거에 감사한다~	1
사이다. 입니다. 배후가 있을 것 입니다. 냄새가 납니다	1
아이유 6년째 소니 오디오모델하는데 욕한줄이없네 ㅋㅋ	1
세계급 챙녀 ㅋㅋ	0
천만 갈 정도의 영화는 아닌데 시기를 잘 타고 인기웹툰 버프 받았음	1
"스파이 제안받고 살해 안당하는 법1. 처음에 스파이 제안을 받았을때 ""중국을 위해서 하는일이니 돈은 필요없고 원하는대로 자유당 소속으로 출마해 주겠다""라고 말함2. 그리고 출마함3. 선거 유세 대충하고 낙선함4. ""열심히 했는데 낙선했네 ㅅㄱ""라고 말함5. 중국 당국은 스파이 후보가 무능력했다고 자체적으로 평가한 뒤 다른 스파이 후보 물색함6. 살아남은 다음에 속으로 ""ㅋㅋ일부러 대충해서 낙선한건데 ㅄ들 ㅋㅋ""하면서 몰래 비웃어준다.	0"
공직자가 공직자가 아니고 전문가조차 전문성이 떨어지는 곳에 인력들을 배치하니까 이 사단이 나는거다. 아마추어 정부 수준도 아니고 동네 아는 바보 병신들 모아다 꾸린 집단임	0
승기 이제 노랜 안하냐?	1
일베벌레들은 일베인거 들키는 놈은 버림 ㅋㅋ	0
언냐들 또 불편해?	0
눈깔이 사신가;;	0
어머니 인잘알👍	1
어떤 놈는 선거에 맞춰서 남북정상회담도 조작질 해대는데 어떤 년은 선거가 코앞인데 담배값을 두배나 쳐올리고 자빠짐 진짜 미친 또라이년	0
여자 교도소 가고 싶다...킁킁킁	0
이거 니잖아. 이따위로 니 유튜브 홍보하고싶냐? 어떤 놈이 저 댓글 하나보고 이렇게 일일이 캡쳐해서 올리겠냐? 광고하려는게 아닌이상.	0
현실에선 직장이나 친구나 뭐든 페미같이생긴년들은 그냥 티도 못내고 아가리닫고 땅쳐다보고 다니는 소심한 새끼들만 있는데 인터넷에서는 왜케 활개치냐 ㅋㅋㅋ 진짜 같잖아죽겠네. 현실에선 말한마디 모르는사람한테 못거는 새기들인데 키보드만 잡으면 깡패집단이 따로없네 ㅋㅋ	0
오늘안으로 목메달아 자to살하시길 유가족에 대한 사과의 뜻으로 ✔	0
난개를좋아하지도않고 보신탕도먹는건아니지만 애견인들은 보신탕먹는사람들에게서 살인자같은 느낌받을까?	0
이다해 예전부터 눈물 연기하나는 진짜 잘해	1
니도 느검마 눈엔 아기천사였어	0
쓰레기새끼들이다 진짜	0
여러분. 악플은 삼갑시다. 진짜로 부탁드립니다.	1
누나가 쌍 또라이네 지 편하자고 뭔짓이냐 지금이라도 미안하면 한강 가라	0
효리는 진짜 뒤에 누군가 있는게 맞음 ㅋ 이중성의 최고봉~단하나만 말해도 무려한우 홍보대사였는데 채식주의자로 바꾸면서 빅엿을 먹였음 뭐 이효리옹의 이중성 검색하면 후덜덜	0
환경운동가 인권운동가 그냥 없어져야할 ㅅ끼들..	0
아무 죄없는 청소부한테 자식교육 시킨다고 너 공부안하면 저 아저씨처럼 돼.. 이거랑 같은 경우인데 병신들이 7등급이고 기술이고 머고 헛소리고 ㅋㅋㅋ 저 여자가 틀딱마인드 노동은 천하다 무시하는게 문제지	0
연세대 학부모 ㅡ 애들 보고 싶은듯 ㅡ 한국에 아들 보러오실듯	1
진짜 문재앙 강한옥 ㅂㅈ나빨게 강한옥 옆으로 가주면 안되나?	0
특혜가 없길...특혜가 생긴다면...너희도 다 똑 같은 넘들이다	1
서울 7시가 불체자 불법입국자등등 많을수밖ㅇ ㅔ없음 바닷가랑 가깝고 집값도 쌈 서울에 속해있지만 사실상 인천 경기도에 가까운 동네임 그러니 불체 외노자 조선족 짱개등등 온갖 인간들 다 들락날락 함	0
뮤지가 솔지를 이겼다고? 믿을수 없네.	1
기사에 맨날 단발 댓글만 달려서 본인은 속상할 수도 있겠지만 단발이 너무 심하게 잘 어울려. 긴발일 때랑 차이가 너무 심해 ㅋㅋ	1
ㅎㅎ 다시는 복귀한다 어쩐다 안 하면 좋겠네요 영원히 복귀하지마세요 이중성에 놀랐습니다ㅎ	0
저거 퓨마임 좆된듯 ㅋㅋㅋ	0
씨발것들!!!	0
재밌게봤습니다 감사합니다 ㅎㅎ	1
지인분들여유있는분들 좀도와드리세요너무안타깝네	1
이런 기사는 안 보고싶다	1
울산게이ㅎㅇㅋㅋㅋ	0
너만 애키우냐. ㅉ	0
47kg면 내 몸무겐데 난 소멸되겠다.ㅎㅎ	1
진짜인간쓰레기 자식들만모였구나 주둥아리를 처박아볼까 야 야 이병신들 제발거주둥아리닥쳐나 제발	0
진쟈 정신이상자들도 돌아다니는거 보면 어이없음 ~ 일상적인 대화가 욕뿐이 없고 ~	0
흉기차 사라고 광고하네 ㅋㅋ g80 gv80결함투성 9천 되는 가격에 흉기차 사는 베타테스터 개호구	1
유재석이는 징징되면서 억지로할거같음. 가식세끼	0
최고의 성형은 다이어트 정미애님이 입증했네요~ 웃는모습이 예쁜 미애씨 실물이 훨씬 예뻐요. 항상 응원합니다~^^	1
백종원 너무 아저씨같다는 여자들 특 - 지들도 서른넘게 쳐먹은 아줌마란건 생각못함 ㅋㅋ	0
육갑떨고있네 ㅋㅋ	0
페미년들 설리가 최자랑놀아난다고 지들은 탈코했는데 남자들한테 인기얻을라고 하는 설리가 아니꼬워서 그 g뤌을 떨어댔으니 후...불쌍한설리	0
그래서 그렇게 사람들 괴롭히구 그랫구나~~~~~ 유명하던데 지랄스러움이. 아파서 그랫구나.	0
연기가 아~~~~주 물이 올랐으!!!!목소리 아~~~~주 꿀을 발랐으!!!!	1
어젯밤 집앞 놀이터에 전라도 사투리 쓰는 5명이서 담배 술 고성 노상방뇨등..지구대 신고햇더니 순경두명도 전라도 말투더라 흐미 홍어들 시상 이랑께	0
소민이가 아까벼.연기할때 상대배우도 잘 만나야할듯.	1
ㅆ성과들과 비교가 안되는 자연미 너무 좋다.거의 이영애배우급 미모.	0
솔직히 나도 벤츠 타고 있지만...제네시스는 이쁘다. 인정한다. 그래서 벌써 제네시스 계약넣었찌..쿠오오...벤츠????걍 차야...소모품이고....명차??????웃고 말지요	1
공효진하고 김래원은 다른 예능은 안나오고 시청률 1%도 안나오는 저런프로에...래원아 차라리 시상식에를 나와라	1
연예인들 엄청 들쑤시고 있네 정권 이 바뀌어도 변함없는 옛날방식 이제 국민들 바보천치 아닙니다. 연예인 그만 잡고 장자연 죽음으로 몰아간 사람들 잡아라 몇년이 지나도 그때랑 똑같이 사건이 흐르고 있네	0
이래서 중공( 중국 공산당) = 북공( 북한 공산당 ) = 공산주의 = 주사파는 개 쓰레기로 보면 인생이 평탄한데 이것들을 사람취급한 문씨 때문에 이모양 이꼴....50년을 당하냐. 뇌가 1g	0
부모가 잘못한걸 왜 아들이 변제해야되는지 모르겠네	1
저런 도로에서 정차 하는거 봤냐? 당연히 저상황이면 4p가 아니라 브렘보 조상님이 와도 못세움. 내말은 최소 50키로 이상은 달릴꺼라고 가정하고 같이 도로를 공유하는건데. 시발럼아 그리고 저 사고는 차간거리가 문제가 아니야. 정차가 불가능한 도로에서 선건데 씨발. 참고로 블박차도 무적권 과실은 잡힘. 내가 말하는 적당함이라는건 사회적으로 용납이 가능한 암묵적인 룰 같은거지	0
난독증 좃선일보	0
진짜 잘자랐다.성격도 좋음.나혼자여행 잘봤어요~	1
지 장비 일본 스키장에 두고 왔다고 자랑스럽게 떠벌림. ㅋㅋ갔더니 너무너무 좋았다고. 너무 좋아서 다시 가려고 했다고 함. ㅋㅋ	0
아 이진은 뉴욕댁인데 김민서도 미국댁이네 행복하게 잘 사세요 축하드려요	1
출연진만 봐도 딱 재수없는 좌빨영화네	0
관종짓 또 시작? 남친이랑 헤어졌냐 ㅉㅉ	0
악플 양성은 기래기들이 한거 맞지. 악플 때문에 죽은게 맞고. 또 한명 죽일라고 하네? 그리고 이걸 다큐로 쳐만들어서 방송거리로 만든 의도가 궁금하네. 댓글 보면서 좀 역한게 악플 단 놈들도 여기 와서 착한척 하고 있다는게 정말 역하다. 설리구하라 최자 악플 다는 ㅅㄲ들은 다 똑같은 살인자들이다.	0
역시 이연희 실력파 연기배우	1
러시아와 중국이 호들갑 떨면 일단 거르고 본다. 세세한 팩트체크는 필수~	1
국민의짐은 왜국에서 벌어지는 사태에 왜 아가리 닥치고 있나?	0
고추 잘라삐자	0
요즘 보험사들 왜케 개소리를 잘한데요?	0
남자 주인공이 이정재였으면 어땠을까...	1
출연자들 하나같이 맘에 안드네 ㅎㅎ광규 형님 예능 식상하다 재미없고아재 개그 ㅠ 이민정은 이병헌땜시 싫고군대 안간 외국인 노동자 앤디 비호감이라나머지는 괜찮음 ㅋㅋ 소재가 식상하다	0
ㅋㅋ좆나하찮게생겨서 너무기엽다	0
여자가 남자를 잘 후려쳤네. 평범한 직장인이 자기보다 수입 최소몇배는 많은 남자 만나서 직장관두고 집에서 편하게 있는다니 여자란 성별은 존나의존적이고 남자에 기생하는 성별이구나.	0
얼굴은 진짜 매력적이게 생겼지	1
광화문 일게이들 진지하노ㅋㅋ	0
그래서? 잘생겼으니 인기끈거고 정치병 유투버도 아니고 지 능력으로 뜬건데 질투라도 해주길 바라냐?ㅋㅋㅋ	0
벌받아요 남성피해자들 이분꼭신고해요 미안해하지말고그냥벌받으세요~그여자들이랑같이요 동영상보니깐가관이더만같은여자라도때릴듯ㅋ그여자들이랑수준이비슷하니깐같이벌받아	0
대깨문...전부다 대가리를 깨부숴 봤으면 좋겠다!!! 진짜 대깨문일지???	0
병신지잡대년 군대로꺼져	0
연기 너무 잘해서.세정아 꽃길만 걷자 솔로도 가자	1
남자 - 연예란에 들어가 악플 쓸빠에 경제 정치란에 들어가 불나게 토론 하거나 게임만 줫나게 한다. 여자 - 연예란에 들서가 연예인들 줫나게 욕한다. 또는 줫나게 빨아 재낀다. 지능은 누가 더 낮을까? ㅋㅋㅋ	0
네 다음 대리충	0
홍상수♥김민희 알콩달콩 이쁜사랑하세요 ㅎㅎ 두분의 사랑을 응원합니다 ㅎㅎ	1
니기미 돈퍼붓고저정도못만들면개병신이지	0
아아 커플 너무 좋아요 달달	1
33살이 청년임? 아저씨아님?	0
존나 병신같네 ㅋㅋ	0
연기도 조여정이 젤 좋았음	1
누군지도 모르고 관심도 없음	1
김건모 서태지 느낌이 비슷함	1
니엠착한불고기	0
엌ㅋㅋㅋ 부들부들 발끈 미친년 ㅋㅋ	0
책읽어주는것도아니고 지식니열해서 별로든데 . 애도 홍어아니냐	0
손승연 이길사람 없을듯	1
왜 lg 가 폰에서 망하는지 제대로 보여주는 모델 외국인들이 보면 얼마나 비웃을까.. 아 쪽팔려	1
일본 싫어하면서 일본AV는 ㅈㄴ 좋아하지? 역시 미개한 한국남자들	0
아니 다들 미필임? 피치못할사정생기면 주임원사한테 한소리 듣긴하지만 전화로 양해구하고 인사계에서 바로 휴가명령 추가하고 그런거 안봄?	1
내 말이 틀렸냐 이 씨발새끼야.	0
조보아는 날이갈수록 더 빛이나네	1
부엉아 싸닥ㅊ 사발려나	0
억시 코리안 몬스터	1
아닌척하고 올려야 운영자가 안지우지 병신아	0
왜 까면 안됨? 지금 조선시대임?	0
내여자 내여자 사랑해	1
자한당이 싫어 하는 연예인들은 계속 조질꺼임 ㅋㅋ 김제동 김건모 유재석 다음은 누구냐	0
이건우 계속 대장 때리고있네	1
역시 연기 인성 사생활 모든 연옌의 동경의 대상 이병헌님의 발톱의 때도 못따라온다 병헌님을 점 보고배워라	1
뭐가멋있다는거고 뭐이래 호들갑들인가 ㅡㅡ	1
의대생인데 의대교수님들이 항상 강조하시는게 '인성'보다는 '실력'이다. 왜 그런지 아냐??아무리 사명감이 투철하고 배려심이 깊어도 실력 후달려서 매스질 잘못하고 오진 한 번 하면 사람 죽는거야. 우리나라 인간들이 얼마나 열등감에 찌들어있는지 알 수 있는게 그 분야에 종사하는 전문가들의 견해따윈 개무시하고 그저 지들한테 쉬운 도덕적 잣대로 남들을 흠집내고 까내리는게 요즘 대한민국 풍조임. 참 개탄스럽다. 아 맞다 문재인 씨발개새끼.	0
뭘입어도 패셔니스타..	1
아니 원래 자기 위주로 돌아가는거지 그거 가지고 지랄하노 이런거 보면 이나라는 뭐로 가든 전체주의로 갈 운명임	0
대깨문은 정신병 확실함	0
배은망덕하게도 선을 넘은 정도가 아니라 아예 한국인 자쳬를 개무시하는 평소의 행동이 나타난거다. TV 에 좀 나왔다고 지가 뭐라도 되는 넘인것 처럼 안하무인으로 설친거다. 사회적 혼란을 야기한 죄를 물어서 당장 추방시켜라.	1
부모가 능력이 있어서 그러는데~자식에게 이정도는 해줘도 되지 않나요??사기를 친것도 아니고나도 저정도 능력되면 이정도는 얼마든지 해줄듯	1
중개사 없어질 직업이지.. 제대로된 부동산 플랫폼 나오면 시간문제.	1
일본사람들 너무 좋아 친절하고국민성도 한국보다 훨씬좋고괜히 선진국이 아님	1
민주당 Dog 자식들은 경제살린다고 말하는건 아가리로만 할뿐	0
꼴값떠네	0
윤총경과 vip수사 의지가 없다. 버닝문게이트 특검만이 진실을 알려줄수 있다. 문재앙정권은 무엇이 두려워 수사하지 않나?	0
정치 얘기로 아가리 먼저 터는 새끼 10에 9는 좌파성향 ㄹㅇㅍㅌ	0
아이유 참 못됐다.ㅉㅉ설리 죽음을 이용해서 뜨려고하고있구나	0
돈벌이가 되나봐	1
🐕 가튼연....	0
이새끼 정말 큰일 낼 짐승이네	0
김영광 너무좋지만 너무 잘생기고 완벽해서 막상 사귀면 부담스러울꺼같슴 여자들은 확실히 잘생긴남자 싫어하지는않는데 근다고 진지하게 만나보려고 할 마음은 절대없음저부터서도글고 제주위친구들도 그럼	1
수상한 그녀 아이캔스피크 감쪽같은 그녀를 보고 기대치가 올라가서 그런지 연기력은 다들 좋았는데 스토리 연출력이 좀 아쉬웠습니다	1
돈은 누가내고? 피해보는 직원들은 누가 책임지고? 꼬우먼 지가 병원파서 적자보면서 치료해라 ㅉㅉ	0
욕을 안할래야 안할수가 없네...지 라 ㄹ 들 좀 작작해라	0
그냥 뒤져 빙신아	0
믿고 거르는 우익년	0
몇백년 탈거도 아니고 가성비좋은 국산차가 좋지	1
이글쓴 작가의 정신상태가 궁금하네 ㅎㅎ 저런 상상을하면서 쓰면 본인도 멀쩡하지안을텐데ㅋㅋ미친 변태 구만	0
너같은새끼들만 그렇게 생각하겠지 닉값 존나 하네?	0
게스트나와서 재밌었던적은 서우 한명정도... 박보영조차 재미없더라	1
말도 안되는 개소리임 ㅋㅋ 컴퓨터쪽 지식 조금만있어도 개소린거암	0
발정나서 성희롱 보내는 사람들많네	0
호주로 돌아가...그럼 외국인이구나...여기서 버티기엔...직장도 군대도 걸리니까...	0
문가영만 건진 드라마	1
근데 택연은 재미가 없잖아요. 그냥 착한 이승기 택연.. 재미는 없다.	1
예전에 뉴스에나왔잖아 횡단보도에서 담배피던 중국인반달한테 쳐맞아서 죽음	0
증거도 없는데 카톡 원본도 없고 뭐지?	1
남녀간 섹스할때 구강성교는 기본옵션으로붙는 애무인데 무슨수치심까지야 기본섹스순서에도 들어갈 아주기본적인항목인데	0
조인성 방귀 잘낄거 같아 냄새도 독하다던데	0
솔까 시스타 초반에는 다솜밖에 안보였는데...어느순간 소유 얼굴이 점점 예뻐짐..	1
남편이 스시남이더만	0
날 덥쳐줘ㅎ. 오늘 여자들 마음	0
참 쵸까튼 글자들의 조합일세 에라이 시벌 칵 퉤	0
라이언도 좋지만 예원 선곡도 퍼펙트	1
건강한 어른이 되신거 감사하네요 미국이라는 나라는 전쟁고아도 훌륭히 길러내는 인성이 있나봐요	1
제발 이상한 옷 좀 입지마세요 긴치마도 입지마시고요 키가 작으면 더 작아보여요 충분히 평범한 옷들로 이쁠수 있는데 개성이다뭐다 욕심내면 미래에 박나래씨 과거 모습 보고 왜그랬지하고 후회 합니다.	0
다시 찐다ㅋㅋ	1
댓글 투척	1
개 사ㅣ 끼	0
추카추카 친구3인방 안부도 궁굼하네요~~ 정말 재밌게 봤는데	1
말만 들어도 역겹다 아무리 세상이 살기좋아졌다지만 인간이라고 다같은 인간이 아님 ㅉㅉ	0
하나를 가르챠주면 하나라도 알면모를까 알긴커녕 지랄부터 하고보는게 한국인임을 잘 보여주는 예구나	0
평균 학력 고졸따리 양아치 새끼들 상대하려니까 개빡쳤나보네	0
악플러의 대부분은 여성이었습니다 아직도 기억나네 페미년들 뭐만하면 남자들이 죽였다 이런식으로 프레임 몰아가다가 그알에서 팩트밝혀졌는데도 ㅈㄹ하던거...	0
한심하네 애기엄마	0
ㅎ 장태준이 죽인거면 시즌2할 이유없음 적폐급수 = 장태준(최정상 적폐) >>> 송희섭(적폐) > 이엘리야(정의로운 척 하는 적폐) 호구레벨 = 이성민 의원 > 강의원 보좌관 > 한도경(멍청할 정도로 착하기만 한 답답한 호구)	0
이젠 워너원한테 밀리는 느낌이 많지;;	1
나도 약속어긴다에 내 쌍방울건다..	0
고지용 왜 자꾸 나올까	1
엠빙신 클라쓰봐라 에휴	0
ㅂㄷㅂㄷ 거리고 가네ㅋㅋ	0
이때다하고 배알꼴린 거지꼰대들 돈많은 젊으니 까느라 정신없네 ㅋㅋㅋ인생불쌍 ㅉ	0
저렇게 해도 이뿌노...ㅜ	1
ㅋㅋ난 이게 레전드라고 생각함. 우째 저런 만화같은 연출을ㅋㅋ 천재적 기질이 있다고 본다 ㅋㅋ	1
아 류준열 싫은데	0
요즘에 결혼하고 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이 어딨냐.	1
일베버러지들아	0
누가 보면 교과서에 실리는 만화인줄 알겠어요. 그 누구도 보라고 강요하지 않았는데 왜 본인들 입맛에 안맞는다고 청원을 넣는지 도무지 이해할 수가 없네요. 페미 영화를 남혐 영화라고 상영금지해달라고 청원 넣으면 반응이 어떨지 궁금하네요.	1
일반인이였음 성공한 사업가일텐데... 연예인이 너무크게 사업벌리다 이꼴났네 ㅋㅋ니죄는 헬조선에서 태어난거다 ㅋㅋㅋ	0
그냥 아예 좃병신인데 뭐이렇게 혓바닥이 길어	0
볼때마다 느끼는데 어딜가나 한혜진은 항상 전현무 옆이네ㅋㅋ	1
고당 때 좆같이 생긴애 이름이 김종대였는데 ㅋㅋ	0
야 1만도 존나많은건데 숫자가중요한게아니라 처벌이나 빡세게 해라 일반야동도 아니고 실제영상을 텔레그램으로 찾아가서 봐놓곤 몰랐어요로 넘어가게하지말고	0
폭락론 유튜버도 방송 들어보면 기승전폭락이던데. 이것들도 교란행위 만만치않게 하는데 왜 가만히 놔두냐. 개양아치정부야	0
대답은 하고 자라 븅신아 ㅋㅋ	0
베트남도 똥남아에서 한가닥 하는 나라 아니냐? 미국프랑스짱깨도 몰어낸 나라잖노?	0
벌받는 악플러 성별보면 죄다 남자ㅋㅋㅂㅅ들 왜그러고사냐? 한남들 걍 뒤져ㅋㅋㅋ 찌질하고 열등한거 딴사람한테 풀지말고	0
as 짜증나서 수입차는 절대 안산다	1
아빠가 거기서 왜 나와 ㅋㅋ......	1
야이 빙신아 천조국은 석유도 나니까 땅이 기름지지 ㅉㅉ	0
어차피 대분분 조선말기에 돈으로 족보 산거다..어째 양반성씨가99%?	1
트럼프나 프란치스코교황까지 빨갱이로 만드네ㅋㅋ대체 뭘 쳐먹었길래 다른세상을 살고있는지ㅋㅋ	0
시발 무려 이국종도 저딴 욕 들으면서 살아야되나진짜 인생 좆같네	0
둘다 극혐~~~ 바람~~~~~~~~바람~~~바람~~~~	0
왜 이러나 정말 이건 불륜인데 나중에 늘겅서 어쪄려고	1
검찰 개혁 꼭 해라	1
부부도 오랄 안하는데 첨 만난 사람이 요구하니 깜놀이지 미친	0
마약구매는 옳지 못한 행동이고 본인도 알고 있을거에요 그냥 얼마나 힘들었으면.. 이생각이 많이 드는데 복용은 안했다니 다행이고 앞으로 힘든 시기 잘 버티시길	1
이분은 가진 재력도 인맥도 없나보네 바로 구속이네 !!! 치킨집 가해자는 검토중이라는데 !!!	1
미친 이런역겨운 얘기를 기사랍시고 포털사이트에 올리다니 제정신?	0
사람에겐 싫어할 권리도 있다 왜 모든이가 널 이해해줘야 하는거냐? LGBT를 싫어할 권리도 있다 이해해주면 깨시민인줄 아는 사람들하고만 지내면 될것을 왜 이해하라고 강요하니?	0
엠 빙 신 또 한 건 했네	0
송창의 이유리나오면 짠해죽음 ㅠㅠ	1
강효진 기자 공익제보자 신분 노출로 공익신고자보호법 제12조 제1항에 따른 처벌 대상입니다.	1
노래만 해야 겠더라. 다큐 보는데 재미도 없고 감동도 없고. 좋아하는 팬들은 좋을지 모르겠지만. 완전 개재미 없었뜸.	0
제발 사형시켜라 좀	0
이게 맞지 시발 무슨 광고영상편집자도 아니고 유튜브 영상 편집인데 얼마나 개 씹 고급 영상 만든다고?... 돈 많이 벌면 시급 많이 줘야한다는 개 좆 논리는 어디서 튀어나왔지; 못배워먹은새끼	0
